team,year,TeamID,lookup,herop_percentot
McNeese (Southland),2018,1270,2018-1270,0.173333333
NJIT (ASUN),2018,0,2018-0,0.173564753
Northeastern (CAA),2018,1318,2018-1318,0.238985314
Wagner (NEC),2018,1447,2018-1447,0.228915663
Penn St. (Big Ten),2018,1336,2018-1336,0.266756032
Fairleigh Dickinson (NEC),2018,1192,2018-1192,0.174262735
Vermont (America East),2018,1436,2018-1436,0.174262735
Washington (Pac-12),2018,1449,2018-1449,0.214765101
Old Dominion (C-USA),2018,1330,2018-1330,0.174496644
UNC Asheville (Big South),2018,1421,2018-1421,0.222818792
Michigan (Big Ten),2018,1276,2018-1276,0.174496644
North Dakota St. (Summit League),2018,1295,2018-1295,0.262096774
Miami (FL) (ACC),2018,1274,2018-1274,0.174731183
Tennessee (SEC),2018,1397,2018-1397,0.174731183
Drexel (CAA),2018,1180,2018-1180,0.282258065
Army West Point (Patriot),2018,0,2018-0,0.174966353
Grand Canyon (WAC),2018,1213,2018-1213,0.174966353
UAlbany (America East),2018,1107,2018-1107,0.239892183
Howard (MEAC),2018,0,2018-0,0.175202156
UMBC (America East),2018,1420,2018-1420,0.26819407
Oregon St. (Pac-12),2018,1333,2018-1333,0.24291498
Arkansas St. (Sun Belt),2018,1114,2018-1114,0.231081081
BYU (WCC),2018,1140,2018-1140,0.243243243
Mississippi St. (SEC),2018,1280,2018-1280,0.175675676
Providence (Big East),2018,1344,2018-1344,0.175675676
Saint Joseph's (Atlantic 10),2018,1386,2018-1386,0.238159675
Cal St. Fullerton (Big West),2018,1168,2018-1168,0.262516915
Tulsa (AAC),2018,1409,2018-1409,0.176151762
Utah (Pac-12),2018,1428,2018-1428,0.176151762
Abilene Christian (Southland),2018,#N/A,#N/A,0.176390773
Missouri (SEC),2018,1281,2018-1281,0.223880597
Idaho St. (Big Sky),2018,0,2018-0,0.176390773
South Carolina St. (MEAC),2018,1354,2018-1354,0.176630435
Drake (MVC),2018,1179,2018-1179,0.266304348
St. John's (NY) (Big East),2018,1385,2018-1385,0.296598639
UC Davis (Big West),2018,1413,2018-1413,0.176870748
UNC Greensboro (SoCon),2018,1422,2018-1422,0.212244898
Austin Peay (OVC),2018,1122,2018-1122,0.176870748
Wake Forest (ACC),2018,1448,2018-1448,0.230559345
Elon (CAA),2018,0,2018-0,0.177353342
Kent St. (MAC),2018,1245,2018-1245,0.227830832
Clemson (ACC),2018,1155,2018-1155,0.222677596
Washington St. (Pac-12),2018,1450,2018-1450,0.237704918
Utah St. (Mountain West),2018,1429,2018-1429,0.217213115
James Madison (CAA),2018,1241,2018-1241,0.25136612
Tennessee Tech (OVC),2018,0,2018-0,0.177838577
N.C. Central (MEAC),2018,1300,2018-1300,0.177838577
Tulane (AAC),2018,0,2018-0,0.177838577
Denver (Summit League),2018,0,2018-0,0.177838577
Maryland (Big Ten),2018,1268,2018-1268,0.216142271
Norfolk St. (MEAC),2018,1313,2018-1313,0.178082192
La Salle (Atlantic 10),2018,1247,2018-1247,0.285322359
North Texas (C-USA),2018,1317,2018-1317,0.259259259
St. Francis Brooklyn (NEC),2018,0,2018-0,0.178326475
Jacksonville (ASUN),2018,0,2018-0,0.178326475
Oral Roberts (Summit League),2018,1331,2018-1331,0.178326475
Mount St. Mary's (NEC),2018,1291,2018-1291,0.302197802
Iowa St. (Big 12),2018,1235,2018-1235,0.229395604
Kansas St. (Big 12),2018,1243,2018-1243,0.229711142
Grambling (SWAC),2018,0,2018-0,0.178817056
Kennesaw St. (ASUN),2018,0,2018-0,0.178817056
Nebraska (Big Ten),2018,1304,2018-1304,0.237964237
Colgate (Patriot),2018,1159,2018-1159,0.178817056
Princeton (Ivy League),2018,1343,2018-1343,0.230027548
Southeastern La. (Southland),2018,1368,2018-1368,0.179063361
Duquesne (Atlantic 10),2018,0,2018-0,0.179310345
Indiana St. (MVC),2018,1232,2018-1232,0.24
NIU (MAC),2018,0,2018-0,0.179310345
Loyola Chicago (MVC),2018,1260,2018-1260,0.179558011
Alabama (SEC),2018,1104,2018-1104,0.252762431
Dayton (Atlantic 10),2018,1173,2018-1173,0.179558011
Vanderbilt (SEC),2018,1435,2018-1435,0.233425414
George Mason (Atlantic 10),2018,1206,2018-1206,0.242047026
Colorado St. (Mountain West),2018,1161,2018-1161,0.222683264
Colorado (Pac-12),2018,1160,2018-1160,0.179806362
Marist (MAAC),2018,0,2018-0,0.180055402
Akron (MAC),2018,1103,2018-1103,0.232686981
Wright St. (Horizon),2018,1460,2018-1460,0.180305132
Eastern Mich. (MAC),2018,0,2018-0,0.180305132
Charleston So. (Big South),2018,0,2018-0,0.180555556
Eastern Ky. (OVC),2018,1184,2018-1184,0.250347705
DePaul (Big East),2018,1177,2018-1177,0.233657858
Indiana (Big Ten),2018,1231,2018-1231,0.229485396
Western Ill. (Summit League),2018,0,2018-0,0.180806676
Massachusetts (Atlantic 10),2018,1269,2018-1269,0.291086351
LMU (CA) (WCC),2018,0,2018-0,0.181058496
Texas (Big 12),2018,1400,2018-1400,0.181058496
Coastal Carolina (Sun Belt),2018,1157,2018-1157,0.181058496
Miami (OH) (MAC),2018,1275,2018-1275,0.181311018
Illinois St. (MVC),2018,1227,2018-1227,0.231843575
Quinnipiac (MAAC),2018,0,2018-0,0.181564246
Jacksonville St. (OVC),2018,1240,2018-1240,0.181818182
Pepperdine (WCC),2018,1337,2018-1337,0.182328191
Richmond (Atlantic 10),2018,1350,2018-1350,0.224403927
Pacific (WCC),2018,1334,2018-1334,0.182328191
Charlotte (C-USA),2018,1150,2018-1150,0.247191011
Liberty (Big South),2018,1251,2018-1251,0.18258427
Lafayette (Patriot),2018,1248,2018-1248,0.231741573
Morgan St. (MEAC),2018,1288,2018-1288,0.182841069
Memphis (AAC),2018,1272,2018-1272,0.266197183
High Point (Big South),2018,0,2018-0,0.183356841
Delaware (CAA),2018,1174,2018-1174,0.247175141
FIU (C-USA),2018,0,2018-0,0.18387553
UIW (Southland),2018,0,2018-0,0.184135977
Gardner-Webb (Big South),2018,1205,2018-1205,0.247875354
Boston U. (Patriot),2018,1131,2018-1131,0.184397163
UC Irvine (Big West),2018,1414,2018-1414,0.184397163
Southern Miss. (C-USA),2018,1379,2018-1379,0.226950355
ULM (Sun Belt),2018,0,2018-0,0.184397163
Morehead St. (OVC),2018,1287,2018-1287,0.184659091
Hartford (America East),2018,1216,2018-1216,0.184659091
Sam Houston (Southland),2018,1358,2018-1358,0.184659091
Valparaiso (MVC),2018,1434,2018-1434,0.184659091
South Carolina (SEC),2018,1376,2018-1376,0.184921764
Hawaii (Big West),2018,1218,2018-1218,0.185185185
Kansas City (WAC),2018,0,2018-0,0.185185185
Alcorn (SWAC),2018,1108,2018-1108,0.185449358
Missouri St. (MVC),2018,0,2018-0,0.185449358
Bryant (NEC),2018,1136,2018-1136,0.185714286
Southern Ill. (MVC),2018,1356,2018-1356,0.185979971
SMU (AAC),2018,1374,2018-1374,0.18651363
SIUE (OVC),2018,0,2018-0,0.18651363
South Alabama (Sun Belt),2018,1375,2018-1375,0.268678161
New Orleans (Southland),2018,1309,2018-1309,0.234195402
Temple (AAC),2018,1396,2018-1396,0.186781609
San Diego (WCC),2018,1360,2018-1360,0.18705036
Fla. Atlantic (C-USA),2018,1194,2018-1194,0.18705036
Loyola Maryland (Patriot),2018,1259,2018-1259,0.227338129
Portland (WCC),2018,0,2018-0,0.187319885
Chattanooga (SoCon),2018,1151,2018-1151,0.187319885
Manhattan (MAAC),2018,1264,2018-1264,0.187590188
Binghamton (America East),2018,1127,2018-1127,0.187590188
Southern U. (SWAC),2018,1380,2018-1380,0.235549133
Florida A&M (MEAC),2018,1197,2018-1197,0.262699565
Stony Brook (America East),2018,1392,2018-1392,0.188679245
Georgia (SEC),2018,1208,2018-1208,0.283018868
UT Martin (OVC),2018,0,2018-0,0.188679245
Robert Morris (NEC),2018,1352,2018-1352,0.255813953
Northwestern (Big Ten),2018,1321,2018-1321,0.188953488
Navy (Patriot),2018,0,2018-0,0.18922853
Alabama St. (SWAC),2018,1106,2018-1106,0.18922853
Sacred Heart (NEC),2018,0,2018-0,0.18922853
San Francisco (WCC),2018,1362,2018-1362,0.18922853
Cleveland St. (Horizon),2018,1156,2018-1156,0.189504373
Air Force (Mountain West),2018,1102,2018-1102,0.189781022
Milwaukee (Horizon),2018,1454,2018-1454,0.189781022
Western Caro. (SoCon),2018,0,2018-0,0.19005848
Harvard (Ivy League),2018,1217,2018-1217,0.230994152
IUPUI (Horizon),2018,1237,2018-1237,0.190615836
Rice (C-USA),2018,0,2018-0,0.190615836
Dartmouth (Ivy League),2018,0,2018-0,0.190615836
UConn (AAC),2018,1163,2018-1163,0.270588235
California (Pac-12),2018,1143,2018-1143,0.191176471
Central Conn. St. (NEC),2018,1148,2018-1148,0.246312684
New Hampshire (America East),2018,0,2018-0,0.191740413
Chicago St. (WAC),2018,0,2018-0,0.191740413
A&M-Corpus Christi (Southland),2018,1394,2018-1394,0.274741507
Siena (MAAC),2018,1373,2018-1373,0.192023634
Cal Poly (Big West),2018,1142,2018-1142,0.192307692
George Washington (Atlantic 10),2018,1203,2018-1203,0.24408284
UTEP (C-USA),2018,1431,2018-1431,0.192592593
Syracuse (ACC),2018,1393,2018-1393,0.293333333
Sacramento St. (Big Sky),2018,0,2018-0,0.192878338
Bradley (MVC),2018,1133,2018-1133,0.192878338
Radford (Big South),2018,1347,2018-1347,0.192878338
Virginia (ACC),2018,1438,2018-1438,0.193164933
East Carolina (AAC),2018,0,2018-0,0.19431988
Maine (America East),2018,0,2018-0,0.19431988
Wisconsin (Big Ten),2018,1458,2018-1458,0.267964072
Texas St. (Sun Belt),2018,0,2018-0,0.194610778
Eastern Ill. (OVC),2018,0,2018-0,0.195195195
Tennessee St. (OVC),2018,0,2018-0,0.195195195
Presbyterian (Big South),2018,0,2018-0,0.195783133
CSUN (Big West),2018,1169,2018-1169,0.252647504
Santa Clara (WCC),2018,0,2018-0,0.19667171
Ark.-Pine Bluff (SWAC),2018,1115,2018-1115,0.281155015
Saint Louis (Atlantic 10),2018,1387,2018-1387,0.197568389
San Jose St. (Mountain West),2018,0,2018-0,0.197568389
CSU Bakersfield (WAC),2018,1167,2018-1167,0.197568389
Georgia Tech (ACC),2018,1210,2018-1210,0.277016743
Northern Ariz. (Big Sky),2018,0,2018-0,0.198170732
Evansville (MVC),2018,0,2018-0,0.198776758
American (Patriot),2018,1110,2018-1110,0.28440367
UC Riverside (Big West),2018,0,2018-0,0.199081164
Saint Peter's (MAAC),2018,1389,2018-1389,0.199386503
VMI (SoCon),2018,0,2018-0,0.19969278
Rutgers (Big Ten),2018,1353,2018-1353,0.19969278
Mississippi Val. (SWAC),2018,1279,2018-1279,0.200617284
Northwestern St. (Southland),2018,1322,2018-1322,0.201863354
UNI (MVC),2018,1320,2018-1320,0.202177294
Little Rock (Sun Belt),2018,0,2018-0,0.204081633
Holy Cross (Patriot),2018,1221,2018-1221,0.204402516
Delaware St. (MEAC),2018,1175,2018-1175,0.204402516
Longwood (Big South),2018,1255,2018-1255,0.205371248
South Fla. (AAC),2018,1378,2018-1378,0.206677266
UCF (AAC),2018,1416,2018-1416,0.207006369
Jackson St. (SWAC),2018,1238,2018-1238,0.208333333
Fordham (Atlantic 10),2018,0,2018-0,0.208667737
UMES (MEAC),2018,0,2018-0,0.208667737
Pittsburgh (ACC),2018,1338,2018-1338,0.209677419
Coppin St. (MEAC),2018,1164,2018-1164,0.213815789
Alabama A&M (SWAC),2018,1105,2018-1105,0.215231788
Gonzaga (WCC),2019,1211,2019-1211,0.229398664
Belmont (OVC),2019,1125,2019-1125,0.238958097
North Carolina (ACC),2019,1314,2019-1314,0.194700461
The Citadel (SoCon),2019,0,2019-0,0.151869159
South Dakota St. (Summit League),2019,1355,2019-1355,0.300469484
Buffalo (MAC),2019,1138,2019-1138,0.22
Duke (ACC),2019,1181,2019-1181,0.275413712
Hofstra (CAA),2019,0,2019-0,0.154211151
Lipscomb (ASUN),2019,1252,2019-1252,0.238379023
FIU (C-USA),2019,0,2019-0,0.155131265
Murray St. (OVC),2019,1293,2019-1293,0.287589499
Ga. Southern (Sun Belt),2019,0,2019-0,0.1558753
Winthrop (Big South),2019,1457,2019-1457,0.201680672
Purdue Fort Wayne (Summit League),2019,0,2019-0,0.156626506
Wofford (SoCon),2019,1459,2019-1459,0.24939759
Houston Christian (Southland),2019,0,2019-0,0.157004831
Austin Peay (OVC),2019,1122,2019-1122,0.251511487
Eastern Ky. (OVC),2019,1184,2019-1184,0.286924939
Central Mich. (MAC),2019,1141,2019-1141,0.204600484
Tennessee (SEC),2019,1397,2019-1397,0.231796117
Memphis (AAC),2019,1272,2019-1272,0.240831296
Louisiana (Sun Belt),2019,1418,2019-1418,0.246943765
LSU (SEC),2019,1261,2019-1261,0.159118727
Hampton (Big South),2019,1214,2019-1214,0.31004902
Nevada (Mountain West),2019,1305,2019-1305,0.237745098
NC State (ACC),2019,1301,2019-1301,0.159901599
Green Bay (Horizon),2019,1453,2019-1453,0.213054187
Yale (Ivy League),2019,1463,2019-1463,0.225925926
Marshall (C-USA),2019,1267,2019-1267,0.248447205
Georgetown (Big East),2019,1207,2019-1207,0.222360248
Weber St. (Big Sky),2019,1451,2019-1451,0.271481943
App State (Sun Belt),2019,1111,2019-1111,0.2319202
Lehigh (Patriot),2019,1250,2019-1250,0.162297129
Sacred Heart (NEC),2019,0,2019-0,0.162703379
Auburn (SEC),2019,1120,2019-1120,0.19649562
Omaha (Summit League),2019,0,2019-0,0.162703379
Michigan St. (Big Ten),2019,1277,2019-1277,0.235294118
Texas Southern (SWAC),2019,1411,2019-1411,0.212765957
ETSU (SoCon),2019,1190,2019-1190,0.162907268
BYU (WCC),2019,1140,2019-1140,0.269761606
Northern Ky. (Horizon),2019,1297,2019-1297,0.242158093
Howard (MEAC),2019,0,2019-0,0.163522013
Utah St. (Mountain West),2019,1429,2019-1429,0.265822785
Creighton (Big East),2019,1166,2019-1166,0.206590621
Presbyterian (Big South),2019,0,2019-0,0.164974619
Lamar University (Southland),2019,1249,2019-1249,0.210927573
Iowa (Big Ten),2019,1234,2019-1234,0.165394402
UTSA (C-USA),2019,1427,2019-1427,0.29389313
St. John's (NY) (Big East),2019,1385,2019-1385,0.252229299
Bowling Green (MAC),2019,0,2019-0,0.165816327
Gardner-Webb (Big South),2019,1205,2019-1205,0.24137931
UCLA (Pac-12),2019,1417,2019-1417,0.219667944
ULM (Sun Belt),2019,0,2019-0,0.166240409
Furman (SoCon),2019,0,2019-0,0.166240409
Jacksonville St. (OVC),2019,1240,2019-1240,0.217669654
Montana St. (Big Sky),2019,1286,2019-1286,0.258974359
Arizona St. (Pac-12),2019,1113,2019-1113,0.207958922
Iowa St. (Big 12),2019,1235,2019-1235,0.240051348
Samford (SoCon),2019,0,2019-0,0.167095116
Toledo (MAC),2019,0,2019-0,0.167095116
New Mexico St. (WAC),2019,1308,2019-1308,0.167525773
Utah Valley (WAC),2019,0,2019-0,0.167525773
Coastal Carolina (Sun Belt),2019,1157,2019-1157,0.238709677
Georgia St. (Sun Belt),2019,1209,2019-1209,0.244186047
Portland St. (Big Sky),2019,1340,2019-1340,0.168175938
Marquette (Big East),2019,1266,2019-1266,0.32253886
Kentucky (SEC),2019,1246,2019-1246,0.168393782
Oakland (Horizon),2019,1324,2019-1324,0.239637306
UMass Lowell (America East),2019,0,2019-0,0.168831169
Iona (MAAC),2019,1233,2019-1233,0.231168831
Charleston So. (Big South),2019,0,2019-0,0.169050715
Northern Colo. (Big Sky),2019,1294,2019-1294,0.310793238
DePaul (Big East),2019,1177,2019-1177,0.247074122
UNC Greensboro (SoCon),2019,1422,2019-1422,0.214564369
Mississippi St. (SEC),2019,1280,2019-1280,0.239583333
Rider (MAAC),2019,0,2019-0,0.169491525
Montana (Big Sky),2019,1285,2019-1285,0.169712794
CSUN (Big West),2019,1169,2019-1169,0.319843342
Southern California (Pac-12),2019,1425,2019-1425,0.24151436
Saint Francis (PA) (NEC),2019,0,2019-0,0.169712794
Purdue (Big Ten),2019,1345,2019-1345,0.305882353
Savannah St. (MEAC),2019,0,2019-0,0.170157068
Drexel (CAA),2019,1180,2019-1180,0.214941022
San Francisco (WCC),2019,1362,2019-1362,0.170603675
Florida St. (ACC),2019,1199,2019-1199,0.170603675
UNCW (CAA),2019,1423,2019-1423,0.170603675
Houston (AAC),2019,1222,2019-1222,0.212877792
Ole Miss (SEC),2019,1290,2019-1290,0.241787122
Arkansas (SEC),2019,1116,2019-1116,0.218134034
IUPUI (Horizon),2019,1237,2019-1237,0.243101183
Bucknell (Patriot),2019,1137,2019-1137,0.226315789
UT Martin (OVC),2019,0,2019-0,0.171052632
Northeastern (CAA),2019,1318,2019-1318,0.235526316
Drake (MVC),2019,1179,2019-1179,0.205533597
New Mexico (Mountain West),2019,1307,2019-1307,0.171277997
Campbell (Big South),2019,0,2019-0,0.171277997
Colorado St. (Mountain West),2019,1161,2019-1161,0.214756258
Grand Canyon (WAC),2019,1213,2019-1213,0.171277997
Ball St. (MAC),2019,0,2019-0,0.171503958
Utah (Pac-12),2019,1428,2019-1428,0.221635884
Fresno St. (Mountain West),2019,1201,2019-1201,0.248677249
Kansas (Big 12),2019,1242,2019-1242,0.251655629
Pepperdine (WCC),2019,1337,2019-1337,0.252980132
Washington St. (Pac-12),2019,1450,2019-1450,0.284768212
VMI (SoCon),2019,0,2019-0,0.17218543
Youngstown St. (Horizon),2019,0,2019-0,0.17218543
Southern Utah (Big Sky),2019,0,2019-0,0.172413793
Sam Houston (Southland),2019,1358,2019-1358,0.172413793
Fairleigh Dickinson (NEC),2019,1192,2019-1192,0.221485411
Long Beach St. (Big West),2019,1253,2019-1253,0.250996016
North Florida (ASUN),2019,1316,2019-1316,0.2124834
Kent St. (MAC),2019,1245,2019-1245,0.291223404
Temple (AAC),2019,1396,2019-1396,0.222370173
Colgate (Patriot),2019,1159,2019-1159,0.217043941
Louisville (ACC),2019,1257,2019-1257,0.229639519
Colorado (Pac-12),2019,1160,2019-1160,0.173564753
TCU (Big 12),2019,1395,2019-1395,0.174029451
William & Mary (CAA),2019,0,2019-0,0.174029451
UIC (Horizon),2019,0,2019-0,0.174029451
Brown (Ivy League),2019,0,2019-0,0.174029451
Hartford (America East),2019,1216,2019-1216,0.21849866
Villanova (Big East),2019,1437,2019-1437,0.250670241
Little Rock (Sun Belt),2019,0,2019-0,0.174262735
Col. of Charleston (CAA),2019,1158,2019-1158,0.298927614
Radford (Big South),2019,1347,2019-1347,0.209115282
Norfolk St. (MEAC),2019,1313,2019-1313,0.174262735
Jacksonville (ASUN),2019,0,2019-0,0.174496644
LIU (NEC),2019,1254,2019-1254,0.260402685
Rice (C-USA),2019,0,2019-0,0.174731183
Abilene Christian (Southland),2019,#N/A,#N/A,0.174731183
UNLV (Mountain West),2019,1424,2019-1424,0.174966353
UConn (AAC),2019,1163,2019-1163,0.228802153
Cleveland St. (Horizon),2019,1156,2019-1156,0.23180593
Virginia Tech (ACC),2019,1439,2019-1439,0.222672065
Liberty (ASUN),2019,1251,2019-1251,0.175675676
Bethune-Cookman (MEAC),2019,0,2019-0,0.175675676
North Dakota (Summit League),2019,1315,2019-1315,0.175913396
Vermont (America East),2019,1436,2019-1436,0.281461434
NIU (MAC),2019,0,2019-0,0.176151762
Wright St. (Horizon),2019,1460,2019-1460,0.2100271
Morehead St. (OVC),2019,1287,2019-1287,0.214382632
Lafayette (Patriot),2019,1248,2019-1248,0.176630435
Seton Hall (Big East),2019,1371,2019-1371,0.308423913
Oregon St. (Pac-12),2019,1333,2019-1333,0.278911565
Detroit Mercy (Horizon),2019,1178,2019-1178,0.355102041
Arkansas St. (Sun Belt),2019,1114,2019-1114,0.299319728
Penn (Ivy League),2019,1335,2019-1335,0.232653061
Saint Mary's (CA) (WCC),2019,1388,2019-1388,0.292517007
UC Santa Barbara (Big West),2019,1364,2019-1364,0.177111717
Columbia (Ivy League),2019,0,2019-0,0.177111717
Dayton (Atlantic 10),2019,1173,2019-1173,0.177353342
Louisiana Tech (C-USA),2019,0,2019-0,0.177353342
San Diego St. (Mountain West),2019,1361,2019-1361,0.223738063
Illinois (Big Ten),2019,1228,2019-1228,0.177353342
Duquesne (Atlantic 10),2019,0,2019-0,0.177353342
South Carolina (SEC),2019,1376,2019-1376,0.177595628
Idaho St. (Big Sky),2019,0,2019-0,0.177838577
Quinnipiac (MAAC),2019,0,2019-0,0.177838577
Seattle U (WAC),2019,0,2019-0,0.177838577
Prairie View (SWAC),2019,1341,2019-1341,0.177838577
UCF (AAC),2019,1416,2019-1416,0.225718194
SIUE (OVC),2019,0,2019-0,0.177838577
Nicholls (Southland),2019,0,2019-0,0.178082192
Texas St. (Sun Belt),2019,0,2019-0,0.178082192
Cal St. Fullerton (Big West),2019,1168,2019-1168,0.247945205
Dartmouth (Ivy League),2019,0,2019-0,0.178082192
South Alabama (Sun Belt),2019,1375,2019-1375,0.218106996
Loyola Maryland (Patriot),2019,1259,2019-1259,0.29218107
Northern Ariz. (Big Sky),2019,0,2019-0,0.178326475
N.C. Central (MEAC),2019,1300,2019-1300,0.178326475
Texas Tech (Big 12),2019,1403,2019-1403,0.245879121
West Virginia (Big 12),2019,1452,2019-1452,0.178571429
Stanford (Pac-12),2019,1390,2019-1390,0.23489011
Alabama (SEC),2019,1104,2019-1104,0.178817056
Tennessee St. (OVC),2019,0,2019-0,0.178817056
San Diego (WCC),2019,1360,2019-1360,0.262723521
North Dakota St. (Summit League),2019,1295,2019-1295,0.178817056
Troy (Sun Belt),2019,1407,2019-1407,0.179063361
Southern Miss. (C-USA),2019,1379,2019-1379,0.179063361
Hawaii (Big West),2019,1218,2019-1218,0.179063361
Central Ark. (Southland),2019,0,2019-0,0.179310345
Mercer (SoCon),2019,1273,2019-1273,0.242758621
Niagara (MAAC),2019,1310,2019-1310,0.216850829
Butler (Big East),2019,1139,2019-1139,0.243093923
Oral Roberts (Summit League),2019,1331,2019-1331,0.179806362
Boston U. (Patriot),2019,1131,2019-1131,0.228215768
Tulsa (AAC),2019,1409,2019-1409,0.179806362
South Fla. (AAC),2019,1378,2019-1378,0.179806362
Georgia (SEC),2019,1208,2019-1208,0.180055402
Miami (FL) (ACC),2019,1274,2019-1274,0.224687933
Western Ky. (C-USA),2019,1443,2019-1443,0.180305132
Virginia (ACC),2019,1438,2019-1438,0.180305132
UC Irvine (Big West),2019,1414,2019-1414,0.180305132
Xavier (Big East),2019,1462,2019-1462,0.180555556
